sample_idx,pair_idx,target,bin_i,bin_j,rho_true,rho_mean,rho_variance,rho_std,mean_minus_truth,abs_mean_minus_truth
7,11,density,1,17,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,18,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,19,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,20,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,21,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,22,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,23,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,24,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,25,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,26,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,27,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,28,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,29,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,30,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,31,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,32,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,33,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,34,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,35,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,36,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,37,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,38,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,39,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,40,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,41,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,42,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,43,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,44,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,45,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,46,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,47,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,48,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,49,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,50,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,51,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,52,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,53,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,54,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,55,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,56,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,57,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,58,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,59,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,60,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,61,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,62,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,1,63,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,0,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,1,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,2,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,3,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,4,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,5,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,6,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,7,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,8,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,9,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,10,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,11,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,12,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,13,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,14,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,15,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,16,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,17,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,18,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,19,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,20,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,21,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,22,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,23,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,24,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,25,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,26,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,27,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,28,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,29,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,30,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,31,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,32,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,33,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,34,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,35,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,36,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,37,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,38,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,39,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,40,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,41,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,42,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,43,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,44,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,45,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,46,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,47,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,48,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,49,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,50,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,51,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,52,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,53,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,54,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,55,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,56,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,57,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,58,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,59,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,60,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,61,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,62,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,2,63,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,0,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,1,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,2,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,3,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,4,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,5,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,6,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,7,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,8,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,9,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,10,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,11,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,12,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,13,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,14,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,15,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,16,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,17,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,18,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,19,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,20,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,21,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,22,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,23,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,24,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,25,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,26,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,27,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,28,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,29,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,30,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,31,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,32,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,33,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,34,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,35,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,36,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,37,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,38,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,39,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,40,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,41,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,42,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,43,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,44,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,45,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,46,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,47,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,48,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,49,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,50,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,51,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,52,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,53,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,54,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,55,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,56,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,57,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,58,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,59,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,60,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,61,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,62,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,3,63,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,0,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,1,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,2,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,3,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,4,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,5,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,6,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,7,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,8,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,9,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,10,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,11,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,12,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,13,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,14,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,15,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,16,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,17,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,18,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,19,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,20,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,21,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,22,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,23,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,24,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,25,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,26,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,27,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,28,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,29,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,30,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,31,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,32,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,33,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,34,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,35,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,36,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,37,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,38,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,39,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,40,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,41,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,42,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,43,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,44,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,45,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,46,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,47,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,48,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,49,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,50,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,51,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,52,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,53,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,54,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,55,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,56,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,57,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,58,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,59,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,60,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,61,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,62,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,4,63,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,0,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,1,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,2,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,3,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,4,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,5,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,6,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,7,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,8,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,9,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,10,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,11,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,12,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,13,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,14,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,15,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,16,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,17,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,18,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,19,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,20,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,21,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,22,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,23,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,24,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,25,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,26,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,27,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,28,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,29,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,30,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,31,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,32,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,33,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,34,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,35,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,36,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,37,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,38,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,39,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,40,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,41,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,42,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,43,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,44,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,45,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,46,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,47,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,48,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,49,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,50,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,51,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,52,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,53,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,54,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,55,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,56,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,57,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,58,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,59,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,60,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,61,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,62,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,5,63,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,0,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,1,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,2,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,3,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,4,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,5,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,6,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,7,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,8,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,9,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,10,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,11,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,12,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,13,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,14,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,15,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,16,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,17,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,18,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,19,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,20,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,21,0.0,0.0,0.0,0.0,0.0,0.0
7,11,density,6,22,0.0,0.0,0.0,0.0,0.0,0.0
